Resource ID,Latitude,Longitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
350,39.94392571,-75.1730752,1831-35 Bainbridge St,Philadelphia,PA,19146,Saint Mary Chapel,Saint Mary's Episcopal Church Chapel,Yes,Graduate Hospital,Central,"Historic Religious Sites, African American Historic Site",,1897,,Hazlehurst & Huckel,,,,,,http://www.preservephiladelphia.org/historic-resources/350
351,39.936957,-75.153475,938 S 06th St,Philadelphia,PA,19147,St. Mary Church,,,Bella Vista,South,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/351
352,39.94537099,-75.16961175,1623-9 Lombard St,Philadelphia,PA,19146,St. Mary's Mission for Colored People,,No,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/352
353,40.041199,-75.180063,6138 Germantown Ave,Philadelphia,PA,19144,St. Mary's Mission for Colored People,,No,"Germantown, West Central",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/353
355,39.9669825,-75.23667029,5801 Vine St,Philadelphia,PA,19139,St. Matthew Church Site,,No,Haddington,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/355
356,39.96334086,-75.20861971,4238 Wallace St,Philadelphia,PA,19104,Saint Michael and All Angels Church,Victory Baptist Church,Yes,Haverford North,West,"Historic Religious Sites, African American Historic Site",,1889,,"William Camac, Furness, Evans & Co.",,,,,,http://www.preservephiladelphia.org/historic-resources/356
357,39.94633961,-75.20705612,4206 Woodland Ave,Philadelphia,PA,19104,St. Monica Mission Church Site,,No,University City,University/Southwest,African American Historic Site,1914,1916,,"Duhring, Okie & Zeigler",,,,,,http://www.preservephiladelphia.org/historic-resources/357
358,39.89828563,-75.25025324,8398 Lindbergh Blv,Philadelphia,PA,19153,St. Paul A.M.E. Church Building,,Yes,Eastwick,Lower Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/358
359,39.9638458,-75.15456677,1000 Wallace St,Philadelphia,PA,19123,First Reformed Church,Saint Paul's Baptist Church,Yes,West Poplar,Central,"African American Historic Site, Historic Religious Sites",,1888,,George W. Hewitt,,,,,,http://www.preservephiladelphia.org/historic-resources/359
360,39.93234872,-75.17441364,1738 Dickinson St,Philadelphia,PA,19146,St. Paul Church,,No,Point Breeze,South,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/360
361,39.969472,-75.150205,948-52 N 08th St,Philadelphia,PA,19123,Christ Evangelical Church Building,St. Paul Church,Yes,East Poplar,Lower North,African American Historic Site,,1875,pre,,,,,,,http://www.preservephiladelphia.org/historic-resources/361
362,39.94592875,-75.16058921,312 S Quince St,Philadelphia,PA,19107,Mask and Wig Club,St. Paul Church,Yes,Washington Square West,Central,African American Historic Site,,1834,circa,,1961,1979,,,,http://www.preservephiladelphia.org/historic-resources/362
363,39.94401394,-75.16183171,1200-10 Lombard St,Philadelphia,PA,19147,Fourth Presbyterian Church,Saint Peter Claver Evangelization Center,Yes,Washington Square West,Central,"African American Historic Site, Historic Religious Sites",1841,1842,,Thomas Ustick Walter,1984,,,,http://pagp.webfactional.com/static/media/photos/1200-10LombardSt.jpg,http://www.preservephiladelphia.org/historic-resources/363
364,39.93437922,-75.18064433,1401 S 22nd St,Philadelphia,PA,19146,"Church of Saint Simon the Cyrenian, Episcopal",,Yes,Point Breeze,South,"Historic Religious Sites, African American Historic Site",1913,1914,,"Thomas, Churchman & Molitor",,,,,,http://www.preservephiladelphia.org/historic-resources/364
365,39.943425,-75.156807,09th St and Lombard St,Philadelphia,PA,19147,St. Stephen A.M.E. Church,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/365
366,40.01382173,-75.07804763,4701 Tackawanna St,Philadelphia,PA,19124,Saint Thomas Methodist Church,"Saint Thomas United Methodist Church, Frankford",Yes,Frankford,Lower Northeast,"African American Historic Site, Historic Religious Sites",,1910,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/366
367,39.943004,-75.161045,1124-8 South St,Philadelphia,PA,19147,Standard Theater,,No,Hawthorne,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/367
368,39.96907604,-75.23902502,443 N 60th St,Philadelphia,PA,19151,Star of Hope Baptist Church,,,Haddington,West,African American Historic Site,,1962,circa,James Plater,,,,,,http://www.preservephiladelphia.org/historic-resources/368
369,39.943025,-75.152116,06th St and Lombard St,Philadelphia,PA,19147,Kitchens,Starr Park,Yes,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/369
370,40.02463952,-75.15279643,4601 N 18th St,Philadelphia,PA,19140,Stenton,,Yes,Logan,Upper North,African American Historic Site,,1728,,James Logan,1956,,1965,,,http://www.preservephiladelphia.org/historic-resources/370
371,39.97285531,-75.21291137,4400 W Girard Ave,Philadelphia,PA,19104,Stephen Smith Home for the Aged and Infirmed,,,Mill Creek,West,African American Historic Site,,1883,circa,"Hutton, Addison",,,,,,http://www.preservephiladelphia.org/historic-resources/371
373,39.97805073,-75.15735969,1637 N Broad St,Philadelphia,PA,19122,Supreme Liberty Life Insurance Office,,,Yorktown,Lower North,African American Historic Site,,1949,circa,James Plater,,,,,,http://www.preservephiladelphia.org/historic-resources/373
374,39.904128,-75.24014,Island Ave,Philadelphia,PA,19153,Tabernacle Church,,,Eastwick,Lower Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/374
375,39.93161766,-75.17841526,2010 Tasker St,Philadelphia,PA,19145,Metropolitan Baptist Church,Tasker Street Baptist Church,Yes,Point Breeze,South,African American Historic Site,,1900,circa,S. Bythewood,,,,,,http://www.preservephiladelphia.org/historic-resources/375
376,39.94345312,-75.14732045,301-03 Pine St,Philadelphia,PA,19106,Kosciuszko National Memorial,Thaddeus Kosciuszko House,Yes,Society Hill,Central,African American Historic Site,1750,1780,,,1957,1970,,Society Hill,http://pagp.webfactional.com/static/media/photos/301-03PineSt.jpg,http://www.preservephiladelphia.org/historic-resources/376
377,39.95330997,-75.15200762,701 Arch St,Philadelphia,PA,19106,The African American Museum in Philadelphia,,Yes,Old City,Central,African American Historic Site,,1976,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/377
378,39.97384323,-75.1595031,1314 N Broad St,Philadelphia,PA,19121,The Legendary Blue Horizon,,Yes,North Central,Lower North,African American Historic Site,,1873,circa,Carl P. Berger,2015,,,,http://pagp.webfactional.com/static/media/photos/blue-horizon_exterior-250x250.jpg,http://www.preservephiladelphia.org/historic-resources/378
379,39.94808416,-75.16175788,1231 Locust St,Philadelphia,PA,19107,Thomas J. Dorsey House,,No,Washington Square West,Central,African American Historic Site,,1840,circa,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/379
380,40.02760197,-75.17502483,5347-53 Pulaski Ave,Philadelphia,PA,19144,Thomas Meehan Public School,,Yes,"Germantown, Westside",Upper Northwest,African American Historic Site,,1901,,Lloyd Titus,,1987,,,http://pagp.webfactional.com/static/media/photos/5347-53PulaskiAve.jpg,http://www.preservephiladelphia.org/historic-resources/380
381,39.943806,-75.170435,17th St and Kater St,Philadelphia,PA,19146,Thompson Mission Church,,,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/381
382,39.94133465,-75.16643249,750-62 S Broad St,Philadelphia,PA,19146,John Wesley Methodist Episcopal Church,Tindley Temple United Methodist Church,Yes,Graduate Hospital,Central,"African American Historic Site, Historic Religious Sites",,1924,circa,"Ballinger Company, Stearns, Castor",2008,,,,,http://www.preservephiladelphia.org/historic-resources/382
383,40.02720418,-75.17464421,5331-35 Pulaski Ave,Philadelphia,PA,19144,Tioga Mission / Faith Presbyterian Church,Mount Moriah Baptist Church,Yes,"Germantown, Westside",Upper Northwest,"African American Historic Site, Historic Religious Sites",,1914,,,,,,,,http://www.preservephiladelphia.org/historic-resources/383
384,40.01567592,-75.08090937,4712 Duffield St,Philadelphia,PA,19124,Trinity A.M.E. Zion Church Site,,No,Frankford,Lower Northeast,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/384
385,39.96324163,-75.197075,3728-30 Haverford Ave,Philadelphia,PA,19104,Williams Chapel / Metropolitan Baptist Church / First,Tyree A.M.E. Church (?),Yes,Mantua,West,African American Historic Site,,1922,pre,,,,,,,http://www.preservephiladelphia.org/historic-resources/385
386,39.96129322,-75.19721003,3800 Hamilton St,Philadelphia,PA,19104,Tenth United Presbyterian Church,Tyree African Methodist Episcopal Church,Yes,Powelton,University/Southwest,"Historic Religious Sites, African American Historic Site",,1886,,Lawrence Valk,,,,,http://pagp.webfactional.com/static/media/photos/Tyree_web.jpg,http://www.preservephiladelphia.org/historic-resources/386
387,40.014426,-75.153069,Germantown Ave and Luzerne St,Philadelphia,PA,19140,U.S. Post Office (Philadelphia),,,Tioga,North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/387
388,39.990014,-75.213988,2000 Belmont Mansion Dr,Philadelphia,PA,19131,Belmont Mansion,American Women's Heritage Society,Yes,West Park,West Park,African American Historic Site,1742,1751,circa,,1956,,,,,http://www.preservephiladelphia.org/historic-resources/388
389,39.96667287,-75.16357183,655 N 16th St,Philadelphia,PA,19130,Hedding Methodist Episcopal Church,Calvary Baptist Church,Yes,Spring Garden,Central,"African American Historic Site, Historic Religious Sites",,1859,pre,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/389
390,39.94190329,-75.16179052,711-15 S 12th St,Philadelphia,PA,19147,Union Baptist Church,New Hope Temple Baptist Church,Yes,Hawthorne,Central,"Historic Religious Sites, African American Historic Site",,1893,,Thomas Bennett,,,,,http://pagp.webfactional.com/static/media/photos/711-15S12thSt.jpg,http://www.preservephiladelphia.org/historic-resources/390
391,39.94264461,-75.17444512,1910 Fitzwater St,Philadelphia,PA,19146,Union Baptist Church,,Yes,Graduate Hospital,Central,"African American Historic Site, Historic Religious Sites",,1913,,Charles W. Bolton & Son,,,,,,http://www.preservephiladelphia.org/historic-resources/391
392,39.943527,-75.152892,"600 block Addison St, south side, mid-block",Philadelphia,PA,19147,Union Baptist Church Site,,No,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/392
393,39.93958989,-75.16680527,912 S Broad St,Philadelphia,PA,19146,"Union Local 274, American Federation of Musicians",,No,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/393
394,39.943552,-75.153031,632 Addison St,Philadelphia,PA,19147,"Union Methodist (""Little Union"") Church Site",,No,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/394
395,39.9628597,-75.14623653,444 Fairmount Ave,Philadelphia,PA,19123,Union Mission A.M.E. Church Site,,No,Northern Liberties,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/395
396,39.9420383,-75.16956246,742 S 16th St,Philadelphia,PA,19146,United House of Prayer for All People,,Yes,Graduate Hospital,Central,African American Historic Site,,1925,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/396
397,39.97057685,-75.20529838,907 N 41st St,Philadelphia,PA,19104,"Pennsylvania Railroad Branch, YMCA / Second Antioch Bapt",United Mission Church,Yes,Belmont,West,African American Historic Site,,1892,,Thomas P. Lonsdale,,,,,,http://www.preservephiladelphia.org/historic-resources/397
398,40.001609,-75.166193,22nd St and Clearfield St,Philadelphia,PA,19132,United Sports Club,,,Glenwood,North,African American Historic Site,,1940,circa,James Plater,,,,,,http://www.preservephiladelphia.org/historic-resources/398
399,39.97549274,-75.15911981,1430 N Broad St,Philadelphia,PA,19121,Charles T. Ellis House,Unity Mission,Yes,North Central,Lower North,African American Historic Site,,1891,circa,William Decker,,,,,,http://www.preservephiladelphia.org/historic-resources/399
400,39.97737614,-75.1619099,1530 N 16th St,Philadelphia,PA,19121,Unity Mission Bible Institute,,Yes,North Central,Lower North,African American Historic Site,1876,1883,circa,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/400
401,39.97937539,-75.16148899,1609-11 Cecil B Moore Ave,Philadelphia,PA,19121,Universal Negro Improvement Association (UNIA),,Yes,North Central,Lower North,African American Historic Site,,1894,circa,Thomas P. Lonsdale,,,,,,http://www.preservephiladelphia.org/historic-resources/401
402,39.98740275,-75.15651966,2240 N Broad St,Philadelphia,PA,19132,Uptown Theater,,Yes,Stanton,Lower North,African American Historic Site,,1927,,"H. Magiziner, E. Magiziner",1982,1982,,,,http://www.preservephiladelphia.org/historic-resources/402
403,39.94202899,-75.17385214,763 S 19th St,Philadelphia,PA,19146,Varick Memorial Church Site,,No,Graduate Hospital,Central,African American Historic Site,,1889,,Hazlehurst & Huckel,,,,,,http://www.preservephiladelphia.org/historic-resources/403
404,40.0286463,-75.17475126,216 W Coulter St,Philadelphia,PA,19144,Walter C. Beckett Funeral Home,,Yes,"Germantown, Westside",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/404
405,39.970636,-75.152566,N 10th St above Girard Ave,Philadelphia,PA,19122,Walters Memorial Church,,,Yorktown,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/405
406,39.96590196,-75.20985335,728 N 43rd St,Philadelphia,PA,19104,43rd Street Methodist Church,Ward African Methodist Episcopal Church,Yes,Haverford North,West,"African American Historic Site, Historic Religious Sites",,1910,pre,,,,,,,http://www.preservephiladelphia.org/historic-resources/406
407,39.965028,-75.218369,4601 Aspen St,Philadelphia,PA,19139,Ward A.M.E. Church Site,,No,Mill Creek,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/407
408,39.94701449,-75.15228868,06th St and Walnut St,Philadelphia,PA,19106,Washington Square,,Yes,Society Hill,Central,African American Historic Site,,1683,,,,1981,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/408
409,39.96662205,-75.16085785,680 N Broad St,Philadelphia,PA,19130,Wayland Church Site #1,,No,Spring Garden,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/409
410,39.97775,-75.173126,23rd St and W Jefferson St,Philadelphia,PA,19121,Wayland Church Site #2,,,Sharswood,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/410
411,39.98075394,-75.17595902,2500 Cecil B Moore Ave,Philadelphia,PA,19121,Columbia Avenue Methodist Church,Wayland Temple Baptist Church,Yes,Brewerytown,Lower North,"Historic Religious Sites, African American Historic Site",,1888,,Oscar Frotscher,,,,,,http://www.preservephiladelphia.org/historic-resources/411
412,39.942538,-75.151213,515-19 S Randolph St,Philadelphia,PA,19147,"Wesley (""Little"" Wesley) Church Site ",,No,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/412
413,39.94467511,-75.16721274,1500-04 Lombard St,Philadelphia,PA,19146,Church of the Evangelist / 15th Street Presbyterian Church,Wesley African Methodist Episcopal Zion Church,Yes,Rittenhouse,Central,"Historic Religious Sites, African American Historic Site",,1853,,,1983,1978,,Rittenhouse-Fitler,http://pagp.webfactional.com/static/media/photos/1500-04LombardSt.jpg,http://www.preservephiladelphia.org/historic-resources/413
414,39.942884,-75.150889,521-27 Lombard St,Philadelphia,PA,19147,Wesley A.M.E. Zion Church Site,,No,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/414
415,39.98071105,-75.17120632,1704-12 N 22nd St,Philadelphia,PA,19121,Wharton Centre,,,North Central,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/415
417,39.965546,-75.212173,45th St and Aspen St,Philadelphia,PA,19104,White Rock Baptist Church Site,,No,Mill Creek,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/417
418,39.94829749,-75.16156956,206 S Camac St,Philadelphia,PA,19107,William Dorsey House,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/418
419,40.03757135,-75.17590891,5827 Germantown Ave,Philadelphia,PA,19144,David Knight Barber Shop,William Fisher Tavern,,"Germantown, Morton",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/419
420,39.94480552,-75.16812844,1520 Lombard St,Philadelphia,PA,19146,William J. Robinson Office,,,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/420
421,39.943488,-75.160146,1100 Rodman St,Philadelphia,PA,19147,William Minton House,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/421
422,40.02236658,-75.18590139,3000 W School House La,Philadelphia,PA,19144,William Penn Charter School,,Yes,East Falls,Lower Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/422
423,39.94386994,-75.15750602,919 Lombard St,Philadelphia,PA,19147,William S. Whipper House,,Yes,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/423
424,39.94735984,-75.16114049,244 S 12th St,Philadelphia,PA,19107,William Still House,,No,Washington Square West,Central,African American Historic Site,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/424
425,40.014036,-75.08098,1734 Meadow St,Philadelphia,PA,19124,Wilmot Public School,,Yes,Frankford,Lower Northeast,African American Historic Site,,1874,,Lewis H. Esler,,1987,,,,http://www.preservephiladelphia.org/historic-resources/425
426,40.027708,-75.176027,Coulter St and Pulaski Ave,Philadelphia,PA,19144,Wissahickon Boys Club,,Yes,"Germantown, Westside",Upper Northwest,African American Historic Site,,,,,,,,,http://pagp.webfactional.com/static/media/photos/CoulterStandPulaskiAve.jpg,http://www.preservephiladelphia.org/historic-resources/426
427,39.940616,-75.162595,756 S 12th St,Philadelphia,PA,19147,Industrial Exchange Training School and Dormi,Women's Exchange and Girls' Home,No,Hawthorne,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/427
428,39.94698982,-75.20219386,4000 Woodland Ave,Philadelphia,PA,19104,Woodlands Cemetery,,Yes,University City,University/Southwest,African American Historic Site,1770,1790,circa,,1956,,,,,http://www.preservephiladelphia.org/historic-resources/428
429,39.94419,-75.16156,12th St and Lombard St,Philadelphia,PA,19147,YMCA,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/429
430,39.992264,-75.177965,York St at 28th St,Philadelphia,PA,19132,York Street Baptist Church,,,Strawberry Mansion,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/430
431,39.94149617,-75.16974353,1607-15 Catharine St,Philadelphia,PA,19146,YWCA - Southwest-Belmont Branch,,Yes,Graduate Hospital,Central,African American Historic Site,,1922,circa,"Erskine, Morris",,,,,,http://www.preservephiladelphia.org/historic-resources/431
432,39.93184685,-75.18009205,1600 S 21st St,Philadelphia,PA,19145,Zion African Methodist Episcopal Church,,Yes,Point Breeze,South,"Historic Religious Sites, African American Historic Site",1925,1928,,George E. Savage,,,,,,http://www.preservephiladelphia.org/historic-resources/432
433,39.92965934,-75.15701898,1522-24 S 07th St,Philadelphia,PA,19147,Zion A.M.E. Church Site,,No,Passyunk Square,South,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/433
434,40.00796271,-75.15202379,3600 N Broad St,Philadelphia,PA,19140,Zion Baptist Church,St. Paul Reformed Church / Trinity Reformed Church,Yes,Tioga,North,"Historic Religious Sites, African American Historic Site",,1904,,Stearns & Castor,,,,,,http://www.preservephiladelphia.org/historic-resources/434
435,39.96362629,-75.1639623,1527 Brandywine St,Philadelphia,PA,19130,Bethany Mission,Zion Baptist Church,Yes,Spring Garden,Central,"Historic Religious Sites, African American Historic Site",,1887,circa,,,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/435
436,39.965651,-75.158514,658-64 N 13th St,Philadelphia,PA,19123,Zion Baptist Church Site,,No,West Poplar,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/436
437,39.96404268,-75.1448949,409 Brown St,Philadelphia,PA,19123,Zoar Methodist Church Site,,No,Northern Liberties,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/437
439,39.975102,-75.195011,34th St and Girard St,Philadelphia,PA,19104,Zoological Society Building,,,West Park,West Park,African American Historic Site,,1912,circa,"Horace Trumbauer, Julian Abele",,,,,,http://www.preservephiladelphia.org/historic-resources/439
1008,39.95829216,-75.22688388,5240-44 Chestnut St,Philadelphia,PA,19139,Saint Matthew's Methodist Episcopal Church,White Rock Baptist Church,Yes,Cobbs Creek,West,"African American Historic Site, Historic Religious Sites",1889,1890,,Thomas P. Lonsdale,,,,,,http://www.preservephiladelphia.org/historic-resources/1008
1029,39.93780051,-75.19747173,1301-07 S 33rd St,Philadelphia,PA,19146,Hope Presbyterian Church,,Yes,Grays Ferry,South,"African American Historic Site, Historic Religious Sites",,1887,,Charles L. Bolton,,,,,,http://www.preservephiladelphia.org/historic-resources/1029
1070,39.94100517,-75.1762832,900 S 20th St,Philadelphia,PA,19146,Saint Charles Borromeo Church,Saint Charles Borromeo Church,Yes,Graduate Hospital,Central,"Historic Religious Sites, African American Historic Site",,1876,,Edwin Forrest Durang,,,,,http://pagp.webfactional.com/static/media/photos/StCharles.jpg,http://www.preservephiladelphia.org/historic-resources/1070
1284,39.95687656,-75.2044214,4101 Ludlow St,Philadelphia,PA,19104,Monumental Baptist Church,Saint James Pentecostal Church,Yes,Spruce Hill,University/Southwest,"African American Historic Site, Historic Religious Sites",,1846,,,,,,,http://pagp.webfactional.com/static/media/photos/StJames_web.jpg,http://www.preservephiladelphia.org/historic-resources/1284
1317,39.96530967,-75.15730094,1204 Melon St,Philadelphia,PA,19123,Mother African Zoar United Methodist Church,Zoar United Methodist Church,Yes,West Poplar,Central,"Historic Religious Sites, African American Historic Site",,1883,,Thomas P. Lonsdale,1984,,,,,http://www.preservephiladelphia.org/historic-resources/1317
1442,39.96908853,-75.14812683,961-71 N 07th St,Philadelphia,PA,19123,Second Baptist Church,Mount Tabor African Methodist Episcopal Church,Yes,East Poplar,Lower North,"Historic Religious Sites, African American Historic Site",,1873,,Addison Hutton,1963,,,,,http://www.preservephiladelphia.org/historic-resources/1442
1488,39.96469705,-75.23372193,215 N 57th St,Philadelphia,PA,19139,Saint Matthew's African Methodist Episcopal Church,,Yes,Haddington,West,"African American Historic Site, Historic Religious Sites",,1940,,Charles W. Bolton & Son,,,,,,http://www.preservephiladelphia.org/historic-resources/1488
1594,40.05860505,-75.02681384,8838 Ashton Rd,Philadelphia,PA,19152,Bethany African Methodist Episcopal Church,,Yes,Pennypack,Lower Far Northeast,"African American Historic Site, Historic Religious Sites",,1837,,Elias Chase (Builder),1976,,,,http://pagp.webfactional.com/static/media/photos/Bethany_web.jpg,http://www.preservephiladelphia.org/historic-resources/1594
1596,39.96507146,-75.21999942,4929 Aspen St,Philadelphia,PA,19139,J.B. Reeve Memorial Presbyterian Church,Women's Empowerment Center/initiative,Yes,Mill Creek,West,"Historic Religious Sites, African American Historic Site",,1924,,George E. Savage,,,,,,http://www.preservephiladelphia.org/historic-resources/1596
7031,39.98062482,-75.1739341,2340 Cecil B. Moore Ave,Philadelphia,PA,19121,Dox Thrash House,,Yes,North Central,Lower North,African American Historic Site,,1895,,Harold Godwin,2013,,,,http://pagp.webfactional.com/static/media/photos/Thrash_web.jpg,http://www.preservephiladelphia.org/historic-resources/7031
7038,39.93786585,-75.15093148,405-25 Queen St.,Philadelphia,PA,19147,Bethel Burying Ground,Weccacoe Playground,Yes,Queen Village,Central,African American Historic Site,,,,,2013,,,,,http://www.preservephiladelphia.org/historic-resources/7038
